Identifiant,Nom_Etablissement,Annee_Emission,Milieu,Polluant,quantite,unite
051.06524,SITA OISE - site de Villeneuve sur Verberie,2015,Air,Méthane (CH4),329000,kg/an
051.06534,ISDND de Crépy en Valois,2015,Air,Méthane (CH4),109000,kg/an
051.06543,FELLMANN CARTONNAGES PICARDIE,2015,Air,Composés organiques volatils non méthaniques (COVNM),56900,kg/an
051.06544,CSDU de MOULIN SOUS TOUVENT,2015,Air,Méthane (CH4),254000,kg/an
051.06546,ISDND du Bochet,2015,Air,Méthane (CH4),547000,kg/an
051.06546,ISDND du Bochet,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),15200.000,t/an
051.06546,ISDND du Bochet,2015,Air,CO2 Total d'origine biomasse uniquement,15200.000,t/an
051.06547,GURDEBEKE,2015,Air,Méthane (CH4),228000,kg/an
051.06806,OISE COMPOST - SEDE ENVIRONNEMENT,2015,Air,Ammoniac (NH3),11700,kg/an
051.06868,CBEM,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),109000,kg/an
051.06868,CBEM,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),132000.000,t/an
051.06868,CBEM,2015,Air,CO2 Total d'origine biomasse uniquement,132000.000,t/an
051.08060,ARCHROMA,2015,Eau (indirect),Demande chimique en oxygène (DCO),358000,kg/an
052.00010,POLYREY,2015,Air,Composés organiques volatils non méthaniques (COVNM),146000,kg/an
052.00016,BERGERAC NC - Bergerac,2015,Air,CO2 Total d'origine non biomasse uniquement,18500.000,t/an
052.00016,BERGERAC NC - Bergerac,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),18500.000,t/an
052.00028,EURENCO BERGERAC,2015,Air,Composés organiques volatils non méthaniques (COVNM),57600,kg/an
052.00074,BERKEM,2015,Air,Composés organiques volatils non méthaniques (COVNM),67500,kg/an
052.00081,Ahlstrom LabelPäck,2015,Eau (direct),Demande biologique en oxygène (DBO5),48300,kg/an
052.00081,Ahlstrom LabelPäck,2015,Eau (direct),Demande chimique en oxygène (DCO),195000,kg/an
052.00086,CONDAT SAS,2015,Air,CO2 Total d'origine non biomasse uniquement,61600.000,t/an
052.00086,CONDAT SAS,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),61600.000,t/an
052.00086,CONDAT SAS,2015,Eau (direct),Aluminium et ses composés (Al),18700,kg/an
052.00086,CONDAT SAS,2015,Eau (direct),Composés organohalogénés (AOX),1090,kg/an
052.00086,CONDAT SAS,2015,Eau (direct),Demande chimique en oxygène (DCO),161000,kg/an
052.00086,CONDAT SAS,2015,Sol,Cuivre et ses composés (Cu),54.1,kg/an
052.00086,CONDAT SAS,2015,Sol,Zinc et ses composés (Zn),109,kg/an
052.00096,SITA SUD OUEST - Milhac d'Auberoche,2015,Air,Méthane (CH4),607000,kg/an
052.00096,SITA SUD OUEST - Milhac d'Auberoche,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),15300.000,t/an
052.00096,SITA SUD OUEST - Milhac d'Auberoche,2015,Air,CO2 Total d'origine biomasse uniquement,15300.000,t/an
052.00110,CORENSO FRANCE,2015,Air,CO2 Total d'origine non biomasse uniquement,18000.000,t/an
052.00110,CORENSO FRANCE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),18000.000,t/an
052.00110,CORENSO FRANCE,2015,Eau (direct),Demande chimique en oxygène (DCO),176000,kg/an
052.00118,INTERSPRAY,2015,Air,Composés organiques volatils non méthaniques (COVNM),41100,kg/an
052.00118,INTERSPRAY,2015,Eau (indirect),Demande biologique en oxygène (DBO5),48300,kg/an
052.00156,CHAUX DE SAINT ASTIER,2015,Air,Monoxyde de carbone (CO),925000,kg/an
052.00156,CHAUX DE SAINT ASTIER,2015,Air,CO2 Total d'origine non biomasse uniquement,45600.000,t/an
052.00156,CHAUX DE SAINT ASTIER,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),45600.000,t/an
052.00214,LHOIST FRANCE CENTRE ET SUD OUEST - Usine de Terrasson,2015,Air,CO2 Total d'origine non biomasse uniquement,41900.000,t/an
052.00214,LHOIST FRANCE CENTRE ET SUD OUEST - Usine de Terrasson,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),64200.000,t/an
052.00214,LHOIST FRANCE CENTRE ET SUD OUEST - Usine de Terrasson,2015,Air,CO2 Total d'origine biomasse uniquement,22300.000,t/an
052.00251,SANOFI AVENTIS,2015,Air,Hydroflurocarbures (HFC),278,kg/an
052.00256,EPG,2015,Air,Composés organiques volatils non méthaniques (COVNM),34600,kg/an
052.00259,Yara France usine d'Ambes,2015,Air,Ammoniac (NH3),80900,kg/an
052.00259,Yara France usine d'Ambes,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),126000,kg/an
052.00259,Yara France usine d'Ambes,2015,Air,Protoxyde d'azote (N2O),206000,kg/an
052.00265,LUCIEN BERNARD,2015,Air,Composés organiques volatils non méthaniques (COVNM),260000,kg/an
052.00266,ORION ENGENEERED CARBONS SAS,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),1290000,kg/an
052.00266,ORION ENGENEERED CARBONS SAS,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),326000,kg/an
052.00266,ORION ENGENEERED CARBONS SAS,2015,Air,Protoxyde d'azote (N2O),15200,kg/an
052.00266,ORION ENGENEERED CARBONS SAS,2015,Air,CO2 Total d'origine non biomasse uniquement,89400.000,t/an
052.00266,ORION ENGENEERED CARBONS SAS,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),89400.000,t/an
052.00351,SIMOREP ET COMPAGNIE,2015,Air,Composés organiques volatils non méthaniques (COVNM),913000,kg/an
052.00351,SIMOREP ET COMPAGNIE,2015,Air,Hydroflurocarbures (HFC),306,kg/an
052.00351,SIMOREP ET COMPAGNIE,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),381000,kg/an
052.00351,SIMOREP ET COMPAGNIE,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),265000,kg/an
052.00351,SIMOREP ET COMPAGNIE,2015,Air,CO2 Total d'origine non biomasse uniquement,158000.000,t/an
052.00351,SIMOREP ET COMPAGNIE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),158000.000,t/an
052.00351,SIMOREP ET COMPAGNIE,2015,Eau (direct),Cobalt et ses composés (Co),154,kg/an
052.00352,SOVAL,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),14500.000,t/an
052.00352,SOVAL,2015,Air,CO2 Total d'origine biomasse uniquement,14500.000,t/an
052.00359,SAIPOL,2015,Air,Composés organiques volatils non méthaniques (COVNM),663000,kg/an
052.00378,ASTRIA,2015,Air,Antimoine et ses composés (Sb),11.6,kg/an
052.00378,ASTRIA,2015,Air,Cuivre et ses composés (Cu),129,kg/an
052.00378,ASTRIA,2015,Air,Mercure et ses composés (Hg),14,kg/an
052.00378,ASTRIA,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),103000,kg/an
052.00378,ASTRIA,2015,Air,Zinc et ses composés (Zn),325,kg/an
052.00378,ASTRIA,2015,Air,CO2 Total d'origine non biomasse uniquement,89000.000,t/an
052.00378,ASTRIA,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),206000.000,t/an
052.00378,ASTRIA,2015,Air,CO2 Total d'origine biomasse uniquement,117000.000,t/an
052.00391,Usine de Bègles,2015,Air,CO2 Total d'origine non biomasse uniquement,28700.000,t/an
052.00391,Usine de Bègles,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),28700.000,t/an
052.00391,Usine de Bègles,2015,Eau (direct),Demande biologique en oxygène (DBO5),44700,kg/an
052.00391,Usine de Bègles,2015,Eau (direct),Demande chimique en oxygène (DCO),277000,kg/an
052.00420,Smurfit Kappa Cellulose du Pin,2015,Air,Mercure et ses composés (Hg),13,kg/an
052.00420,Smurfit Kappa Cellulose du Pin,2015,Air,Monoxyde de carbone (CO),1770000,kg/an
052.00420,Smurfit Kappa Cellulose du Pin,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),482000,kg/an
052.00420,Smurfit Kappa Cellulose du Pin,2015,Air,CO2 Total d'origine non biomasse uniquement,30100.000,t/an
052.00420,Smurfit Kappa Cellulose du Pin,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),955000.000,t/an
052.00420,Smurfit Kappa Cellulose du Pin,2015,Air,CO2 Total d'origine biomasse uniquement,925000.000,t/an
052.00420,Smurfit Kappa Cellulose du Pin,2015,Eau (direct),Azote total (N),91800,kg/an
052.00420,Smurfit Kappa Cellulose du Pin,2015,Eau (direct),Composés organohalogénés (AOX),1760,kg/an
052.00420,Smurfit Kappa Cellulose du Pin,2015,Eau (direct),Demande biologique en oxygène (DBO5),1290000,kg/an
052.00420,Smurfit Kappa Cellulose du Pin,2015,Eau (direct),Demande chimique en oxygène (DCO),4330000,kg/an
052.00420,Smurfit Kappa Cellulose du Pin,2015,Eau (direct),Matières en suspension (MES),656000,kg/an
052.00420,Smurfit Kappa Cellulose du Pin,2015,Eau (direct),Mercure et ses composés (Hg),1.9,kg/an
052.00420,Smurfit Kappa Cellulose du Pin,2015,Eau (direct),Phosphore total (P),24800,kg/an
052.00420,Smurfit Kappa Cellulose du Pin,2015,Eau (direct),Phénols (Ctotal),2660,kg/an
052.00420,Smurfit Kappa Cellulose du Pin,2015,Eau (direct),Plomb et ses composés (Pb),24,kg/an
052.00472,Keolis Bordeaux,2015,Air,Hydrochlorofluorocarbures (HCFC),323,kg/an
052.00500,AUCHAN,2015,Air,Hydroflurocarbures (HFC),440,kg/an
052.00592,SAFT,2015,Eau (direct),Cadmium et ses composés (Cd),4.2,kg/an
052.00678,COMPLEXE THERMIQUE DES HAUTS DE GARONNE,2015,Air,CO2 Total d'origine non biomasse uniquement,43100.000,t/an
052.00678,COMPLEXE THERMIQUE DES HAUTS DE GARONNE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),99800.000,t/an
052.00678,COMPLEXE THERMIQUE DES HAUTS DE GARONNE,2015,Air,CO2 Total d'origine biomasse uniquement,56700.000,t/an
052.00682,SEDE Environnement,2015,Air,Ammoniac (NH3),19300,kg/an
052.00721,UCVA,2015,Air,Composés organiques volatils non méthaniques (COVNM),45000,kg/an
052.00721,UCVA,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),15500.000,t/an
052.00721,UCVA,2015,Air,CO2 Total d'origine biomasse uniquement,15500.000,t/an
052.00859,ISDND de Lapouyade,2015,Air,Méthane (CH4),1620000,kg/an
052.00859,ISDND de Lapouyade,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),49100.000,t/an
052.00859,ISDND de Lapouyade,2015,Air,CO2 Total d'origine biomasse uniquement,49100.000,t/an
052.00869,L'ELECTROLYSE S.A.S,2015,Eau (direct),Cadmium et ses composés (Cd),2.33,kg/an
052.00869,L'ELECTROLYSE S.A.S,2015,Eau (direct),Nickel et ses composés (Ni),45.6,kg/an
052.01004,PENA METAUX SAS,2015,Eau (direct),Plomb et ses composés (Pb),34,kg/an
052.01222,Lafarge Plâtres Usine de Saint-Loubès,2015,Air,CO2 Total d'origine non biomasse uniquement,24700.000,t/an
052.01222,Lafarge Plâtres Usine de Saint-Loubès,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),24700.000,t/an
052.01261,SME,2015,Air,CO2 Total d'origine non biomasse uniquement,14800.000,t/an
052.01261,SME,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),14800.000,t/an
052.01277,AMCOR FLEXIBLES CAPSULES,2015,Air,Composés organiques volatils non méthaniques (COVNM),91300,kg/an
052.01375,O-I Manufactruing France Vayres,2015,Air,Arsenic et ses composés (As),23.5,kg/an
052.01375,O-I Manufactruing France Vayres,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),255000,kg/an
052.01375,O-I Manufactruing France Vayres,2015,Air,CO2 Total d'origine non biomasse uniquement,77200.000,t/an
052.01375,O-I Manufactruing France Vayres,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),77200.000,t/an
052.01420,Pôle écologique landais,2015,Air,Méthane (CH4),222000,kg/an
052.01464,Usine d'incinération de BENESSE-MAREMNE,2015,Air,CO2 Total d'origine non biomasse uniquement,11500.000,t/an
052.01464,Usine d'incinération de BENESSE-MAREMNE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),26500.000,t/an
052.01464,Usine d'incinération de BENESSE-MAREMNE,2015,Air,CO2 Total d'origine biomasse uniquement,15100.000,t/an
052.01479,SOLEAL - Borderes,2015,Sol,Phosphore total (P),7050,kg/an
052.01479,SOLEAL - Borderes,2015,Sol,Zinc et ses composés (Zn),116,kg/an
052.01506,DRT Castets,2015,Air,Composés organiques volatils non méthaniques (COVNM),60800,kg/an
052.01506,DRT Castets,2015,Air,CO2 Total d'origine non biomasse uniquement,13100.000,t/an
052.01506,DRT Castets,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),13100.000,t/an
052.01506,DRT Castets,2015,Eau (indirect),Demande chimique en oxygène (DCO),1470000,kg/an
052.01541,GASCOGNE LAMINATES,2015,Air,Composés organiques volatils non méthaniques (COVNM),182000,kg/an
052.01541,GASCOGNE LAMINATES,2015,Air,Hydrochlorofluorocarbures (HCFC),3.2,kg/an
052.01541,GASCOGNE LAMINATES,2015,Eau (indirect),Composés organohalogénés (AOX),7290,kg/an
052.01604,SERETRAM,2015,Air,Méthane (CH4),568000,kg/an
052.01604,SERETRAM,2015,Sol,Zinc et ses composés (Zn),275,kg/an
052.01616,soleal,2015,Sol,Zinc et ses composés (Zn),332,kg/an
052.01623,ROL PIN,2015,Air,Monoxyde de carbone (CO),700000,kg/an
052.01623,ROL PIN,2015,Air,Poussières totales (TSP),173000,kg/an
052.01623,ROL PIN,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),35600.000,t/an
052.01623,ROL PIN,2015,Air,CO2 Total d'origine biomasse uniquement,35600.000,t/an
052.01635,"MLPC International, usine de Lesgor",2015,Eau (direct),Hydrazine,141,kg/an
052.01648,DARBO SAS,2015,Air,Aldéhyde formique (formaldéhyde),16700,kg/an
052.01648,DARBO SAS,2015,Air,Composés organiques volatils non méthaniques (COVNM),70000,kg/an
052.01648,DARBO SAS,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),59500.000,t/an
052.01648,DARBO SAS,2015,Air,CO2 Total d'origine biomasse uniquement,59500.000,t/an
052.01689,ETS FELIX PLANTIER - FP BOIS,2015,Air,Composés organiques volatils non méthaniques (COVNM),41500,kg/an
052.01691,GASCOGNE PAPER,2015,Air,Arsenic et ses composés (As),54.1,kg/an
052.01691,GASCOGNE PAPER,2015,Air,Cadmium et ses composés (Cd),12.7,kg/an
052.01691,GASCOGNE PAPER,2015,Air,Chrome et ses composés (Cr),146,kg/an
052.01691,GASCOGNE PAPER,2015,Air,Cuivre et ses composés (Cu),278,kg/an
052.01691,GASCOGNE PAPER,2015,Air,Monoxyde de carbone (CO),1320000,kg/an
052.01691,GASCOGNE PAPER,2015,Air,Nickel et ses composés (Ni),257,kg/an
052.01691,GASCOGNE PAPER,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),243000,kg/an
052.01691,GASCOGNE PAPER,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),421000,kg/an
052.01691,GASCOGNE PAPER,2015,Air,Plomb et ses composés (Pb),902,kg/an
052.01691,GASCOGNE PAPER,2015,Air,Poussières totales (TSP),824000,kg/an
052.01691,GASCOGNE PAPER,2015,Air,Protoxyde d'azote (N2O),11200,kg/an
052.01691,GASCOGNE PAPER,2015,Air,Sulfure d'hydrogène (H2S),8760,kg/an
052.01691,GASCOGNE PAPER,2015,Air,Zinc et ses composés (Zn),2220,kg/an
052.01691,GASCOGNE PAPER,2015,Air,Vanadium et ses composés,232,kg/an
052.01691,GASCOGNE PAPER,2015,Air,CO2 Total d'origine non biomasse uniquement,53300.000,t/an
052.01691,GASCOGNE PAPER,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),425000.000,t/an
052.01691,GASCOGNE PAPER,2015,Air,CO2 Total d'origine biomasse uniquement,371000.000,t/an
052.01691,GASCOGNE PAPER,2015,Eau (direct),Arsenic et ses composés (As),30,kg/an
052.01691,GASCOGNE PAPER,2015,Eau (direct),Cadmium et ses composés (Cd),30,kg/an
052.01691,GASCOGNE PAPER,2015,Eau (direct),Demande biologique en oxygène (DBO5),825000,kg/an
052.01691,GASCOGNE PAPER,2015,Eau (direct),Demande chimique en oxygène (DCO),2640000,kg/an
052.01691,GASCOGNE PAPER,2015,Eau (direct),Matières en suspension (MES),479000,kg/an
052.01691,GASCOGNE PAPER,2015,Eau (direct),Mercure et ses composés (Hg),3.7,kg/an
052.01691,GASCOGNE PAPER,2015,Eau (direct),Nickel et ses composés (Ni),59,kg/an
052.01691,GASCOGNE PAPER,2015,Eau (direct),Nonylphénols,3.1,kg/an
052.01691,GASCOGNE PAPER,2015,Eau (direct),Phénols (Ctotal),15400,kg/an
052.01691,GASCOGNE PAPER,2015,Eau (direct),Plomb et ses composés (Pb),55,kg/an
052.01691,GASCOGNE PAPER,2015,Eau (direct),Zinc et ses composés (Zn),326,kg/an
052.01731,SCALANDES,2015,Air,Hydroflurocarbures (HFC),1080,kg/an
052.01748,FINSA FRANCE SAS,2015,Air,Aldéhyde formique (formaldéhyde),13300,kg/an
052.01748,FINSA FRANCE SAS,2015,Air,Composés organiques volatils non méthaniques (COVNM),31500,kg/an
052.01748,FINSA FRANCE SAS,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),27500.000,t/an
052.01748,FINSA FRANCE SAS,2015,Air,CO2 Total d'origine biomasse uniquement,27500.000,t/an
052.01764,CECA - Usine de Parentis,2015,Air,Acétaldéhyde (aldéhyde acétique  éthanal),450,kg/an
052.01764,CECA - Usine de Parentis,2015,Air,Composés organiques volatils non méthaniques (COVNM),290000,kg/an
052.01764,CECA - Usine de Parentis,2015,Air,Monoxyde de carbone (CO),1050000,kg/an
052.01764,CECA - Usine de Parentis,2015,Air,CO2 Total d'origine non biomasse uniquement,19600.000,t/an
052.01764,CECA - Usine de Parentis,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),39000.000,t/an
052.01764,CECA - Usine de Parentis,2015,Air,CO2 Total d'origine biomasse uniquement,19400.000,t/an
052.01767,Dépôt de parentis,2015,Air,Composés organiques volatils non méthaniques (COVNM),47000,kg/an
052.01767,Dépôt de parentis,2015,Air,CO2 Total d'origine non biomasse uniquement,14800.000,t/an
052.01767,Dépôt de parentis,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),14800.000,t/an
052.01789,usine d'incinération de Pontenx les forges,2015,Air,CO2 Total d'origine non biomasse uniquement,14100.000,t/an
052.01789,usine d'incinération de Pontenx les forges,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),32600.000,t/an
052.01789,usine d'incinération de Pontenx les forges,2015,Air,CO2 Total d'origine biomasse uniquement,18500.000,t/an
052.01806,"MLPC International, usine de Rion des Landes",2015,Air,Composés organiques volatils non méthaniques (COVNM),89000,kg/an
052.01806,"MLPC International, usine de Rion des Landes",2015,Eau (direct),Phénols (Ctotal),81,kg/an
052.01807,EGGER Panneaux et Décors,2015,Air,Aldéhyde formique (formaldéhyde),26700,kg/an
052.01807,EGGER Panneaux et Décors,2015,Air,Antimoine et ses composés (Sb),66,kg/an
052.01807,EGGER Panneaux et Décors,2015,Air,Composés organiques volatils non méthaniques (COVNM),184000,kg/an
052.01807,EGGER Panneaux et Décors,2015,Air,Nickel et ses composés (Ni),78,kg/an
052.01807,EGGER Panneaux et Décors,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),249000,kg/an
052.01807,EGGER Panneaux et Décors,2015,Air,Plomb et ses composés (Pb),583,kg/an
052.01807,EGGER Panneaux et Décors,2015,Air,Zinc et ses composés (Zn),1250,kg/an
052.01807,EGGER Panneaux et Décors,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),113000.000,t/an
052.01807,EGGER Panneaux et Décors,2015,Air,CO2 Total d'origine biomasse uniquement,113000.000,t/an
052.01831,IMERYS TC,2015,Air,CO2 Total d'origine non biomasse uniquement,22300.000,t/an
052.01831,IMERYS TC,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),22300.000,t/an
052.01839,LABEYRIE SA - St Geours de Maremne,2015,Air,Hydroflurocarbures (HFC),992,kg/an
052.01914,SERIPANNEAUX,2015,Air,Aldéhyde formique (formaldéhyde),6470,kg/an
052.01914,SERIPANNEAUX,2015,Air,Composés organiques volatils non méthaniques (COVNM),119000,kg/an
052.01914,SERIPANNEAUX,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),153000,kg/an
052.01914,SERIPANNEAUX,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),26600.000,t/an
052.01914,SERIPANNEAUX,2015,Air,CO2 Total d'origine biomasse uniquement,26600.000,t/an
052.01939,BIOLANDES TECHNOLOGIES,2015,Air,Composés organiques volatils non méthaniques (COVNM),196000,kg/an
052.01996,Timac AGRO,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),190000,kg/an
052.01996,Timac AGRO,2015,Eau (direct),Phosphore total (P),7730,kg/an
052.02000,TEMBEC TARTAS SAS,2015,Air,Composés organiques volatils non méthaniques (COVNM),156000,kg/an
052.02000,TEMBEC TARTAS SAS,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),258000,kg/an
052.02000,TEMBEC TARTAS SAS,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),318000,kg/an
052.02000,TEMBEC TARTAS SAS,2015,Air,Poussières totales (TSP),279000,kg/an
052.02000,TEMBEC TARTAS SAS,2015,Air,Protoxyde d'azote (N2O),13600,kg/an
052.02000,TEMBEC TARTAS SAS,2015,Air,Zinc et ses composés (Zn),347,kg/an
052.02000,TEMBEC TARTAS SAS,2015,Air,CO2 Total d'origine non biomasse uniquement,15600.000,t/an
052.02000,TEMBEC TARTAS SAS,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),478000.000,t/an
052.02000,TEMBEC TARTAS SAS,2015,Air,CO2 Total d'origine biomasse uniquement,462000.000,t/an
052.02000,TEMBEC TARTAS SAS,2015,Eau (direct),Arsenic et ses composés (As),28.4,kg/an
052.02000,TEMBEC TARTAS SAS,2015,Eau (direct),Azote total (N),442000,kg/an
052.02000,TEMBEC TARTAS SAS,2015,Eau (direct),Cadmium et ses composés (Cd),7.11,kg/an
052.02000,TEMBEC TARTAS SAS,2015,Eau (direct),Chrome et ses composés (Cr),105,kg/an
